分类1,分类2,报送分类,TICKER,ISIN,债券名称,AccSection,Portfolio,CCY,Nominal（原币）,Nominal（USD）,Nominal(亿原币）,Nominal(亿美元）,摊余成本（USD）,摊余成本（亿USD）,Maket Value（USD）,Duration,Size*Dur,WAL,SIZE*WAL,EffectiveYield,Size*Yld, IRSCCSAmt ,IRSCCSYield,Real Yield,Size*Real Yld,FTP Rate,Size*FTP,Carry,Size*Carry,PL,PL2,估亏比例,Maturity,NXT_CALL_DT,tmp1,MaturityWithCall(not used),year,month,date,MaturityWithCall,2025,2026,Maturity_Check,平均买价,摊余成本价格,市场价格,国别风险,TLAC债券,FLOATER,INSTRUMENT,是否repo,repo占比,实际repo,实际repo%,绿债,现价*规模（美元）, 久期 ,凸性,OAS,PVBP（万美元）,IRS PV01（万美元）,CCS PV01（万美元）,总PVBP（万美元）,,是否私募
MBS,CMO,吉利美MBS,GNR,US38379PN526,GNR 2015-88 EA,HTM,HOBJIFSTH076,USD," 858,993.30 "," 858,993.30 ", 0.01 , 0.01 ," 824,644.89 ", 0.01 ," 791,564.04 ", 3.767 ," 3,106,840.197 ", 4.244 ," 3,499,463.069 ", 2.2750 ," 1,876,065.3179 ", -   , -   , 2.27 ," 1,876,065.3179 ", 1.3701 ," 1,129,804.7360 ", 90 ," 74,626,058.1912 "," -33,080.85 "," -58,302.45 ",-6.9%,01/11/2044,#N/A N/A,#VALUE!,2044/11/1,2044,11,1,2044/11/1, -   ," 7,462.61 ", -   , 98.94 , 96.00 , 92.15 , US , #N/A N/A , N ,GNMA-USA 2 201144 ABS,,,,,N," 791,564.04 ", 3.77 , -0.16 , 4.56 , 0.0298 , -   , -   , 0.03 ,0.029822085,N
MBS,CMO,吉利美MBS,GNR,US38379UPR13,GNR 2016-56 A,HTM,HOBJIFSTH076,USD," 6,664,304.15 "," 6,664,304.15 ", 0.07 , 0.07 ," 5,831,831.82 ", 0.06 ," 5,244,134.27 ", 3.427 ," 19,984,625.327 ", 4.775 ," 27,845,830.575 ", 2.6086 ," 15,212,682.3965 ", -   , -   , 2.61 ," 15,212,682.3965 ", 1.3701 ," 7,989,901.1853 ", 124 ," 722,278,121.1221 "," -587,697.55 "," -1,226,488.54 ",-19.0%,01/03/2057,2039/8/16,2039/8/16,2039/8/16,2039,8,16,2039/8/16, -   ," 72,227.81 ", -   , 97.09 , 87.51 , 78.69 , US , #N/A N/A , N ,GNMA-USA 2 160357 MBS,,,,,N," 5,244,134.27 ", 3.43 , 0.24 , 7.26 , 0.1797 , -   , -   , 0.18 ,0.179706929,N
MBS,CMO,吉利美MBS,GNR,US38379WNB45,GNR 2016-54 HK,HTM,HOBJIFSTH076,USD," 3,429,530.40 "," 3,429,530.40 ", 0.03 , 0.03 ," 5,563,570.54 ", 0.06 ," 3,142,399.83 ", 5.475 ," 30,461,780.330 ", 6.882 ," 38,290,161.550 ",-0.0553 ,"-307,796.8069 ", -   , -   , -0.06 ,"-307,796.8069 ", 1.3701 ," 7,622,369.8228 ",-143 ,"-793,016,662.9781 "," -2,421,170.72 "," -408,624.37 ",-11.5%,01/04/2046,#N/A N/A,#VALUE!,2046/4/1,2046,4,1,2046/4/1, -   ," -79,301.67 ", -   , 103.54 , 162.23 , 91.63 , US , #N/A N/A , N ,GNMA-USA 3 200446,,,,,N," 3,142,399.83 ", 5.48 , -0.49 , 6.53 , 0.1721 , -   , -   , 0.17 ,0.172053347,N
MBS,CMO,吉利美MBS,GNR,US38379WAA09,GNR 2016-46 PA,HTM,HOBJIFSTH076,USD," 1,664,001.00 "," 1,664,001.00 ", 0.02 , 0.02 ," 2,244,799.83 ", 0.02 ," 1,522,507.67 ", 5.534 ," 12,423,456.844 ", 6.986 ," 15,682,620.570 ", 1.0815 ," 2,427,671.5498 ", -   , -   , 1.08 ," 2,427,671.5498 ", 1.3701 ," 3,075,488.0066 ",-29 ,"-64,781,645.6751 "," -722,292.16 "," -182,573.36 ",-10.7%,01/04/2046,#N/A N/A,#VALUE!,2046/4/1,2046,4,1,2046/4/1, -   ," -6,478.16 ", -   , 102.47 , 134.90 , 91.50 , US , #N/A N/A , N ,GNMA-USA 3 200446 MBS,,,,,N," 1,522,507.67 ", 5.53 , -0.51 , 6.70 , 0.0843 , -   , -   , 0.08 ,0.084260557,N
Rates,CN Agency,中国政策性金融债,EXIMCH,XS1395523779,EXIMCH 2 7/8 04/26/26,AFS,HOBJIFIRA401,USD," 144,430,000.00 "," 144,430,000.00 ", 1.44 , 1.44 ," 145,038,936.22 ", 1.45 ," 144,003,931.50 ", 0.275 ," 39,860,591.592 ", -   , -   , 1.5821 ," 229,464,260.4489 ", -   , -   , 1.58 ," 229,464,260.4489 ", 0.2340 ," 33,945,782.8665 ", 135 ," 19,551,847,758.2482 "," -1,035,004.72 "," -1,035,004.72 ",-0.7%,26/04/2026,#N/A Field Not Applicable,#VALUE!,2026/4/26,2026,4,26,2026/4/26, -   ," 621,373.79 ", 6.00 , 107.23 , 100.42 , 99.71 , CN , #N/A N/A , N ,CEIB-HO 2.875 260426,,,,,N," 144,003,931.50 ", 0.27 , 0.00 , 0.27 , 0.3958 , -   , -   , 0.40 ,0.395761445,N
Corps,SOE,中资企业离岸债券,SINOPE,USG8200TAD21,SINOPE 3 1/2 05/03/26,AFS,HOBJIFCRA451,USD," 31,742,000.00 "," 31,742,000.00 ", 0.32 , 0.32 ," 31,878,953.53 ", 0.32 ," 31,693,752.16 ", 0.297 ," 9,452,164.558 ", -   , -   , 2.2627 ," 72,131,707.0257 ", -   , -   , 2.26 ," 72,131,707.0257 ", 0.9843 ," 31,377,401.9504 ", 128 ," 4,075,430,507.5310 "," -185,201.37 "," -185,201.37 ",-0.6%,03/05/2026,#N/A Field Not Applicable,#VALUE!,2026/5/3,2026,5,3,2026/5/3, -   ," 137,336.43 ", 6.00 , 105.72 , 100.43 , 99.85 , CN , #N/A N/A , N ,0445039606 3.5 030526,,,,,N," 31,693,752.16 ", 0.30 , 0.00 , 0.29 , 0.0940 , -   , -   , 0.09 ,0.09397252,N
MBS,CMO,吉利美MBS,GNR,US38379KXF01,GNR 2015-104 AE,HTM,HOBJIFSTH076,USD," 411,175.25 "," 411,175.25 ", 0.00 , 0.00 ," 850,004.58 ", 0.01 ," 406,107.52 ", 0.308 ," 261,418.686 ", 0.319 ," 271,321.463 ",-1.5041 ,"-1,278,519.8773 ", -   , -   , -1.50 ,"-1,278,519.8773 ", 1.3701 ," 1,164,548.7806 ",-287 ,"-244,306,865.7966 "," -443,897.07 "," -14,576.16 ",-3.5%,01/11/2047,2037/12/16,2037/12/16,2037/12/16,2037,12,16,2037/12/16, -   ," -24,430.69 ", -   , 102.31 , 206.73 , 98.77 , US , #N/A N/A , N ,GNMA-USA 2.6 161147 MBS,,,,,N," 406,107.52 ", 0.31 , 0.00 , 0.65 , 0.0012 , -   , -   , 0.00 ,0.001248983,N
MBS,passthrough,吉利美MBS,G2,US36179R7H66,G2 MA3596,HTM,HOBJIFSTH076,USD," 11,080,575.00 "," 11,080,575.00 ", 0.11 , 0.11 ," 14,189,634.46 ", 0.14 ," 10,124,044.36 ", 5.398 ," 76,601,365.288 ", 6.784 ," 96,258,223.307 ", 1.4106 ," 20,015,339.5858 ", -   , -   , 1.41 ," 20,015,339.5858 ", 1.3701 ," 19,440,508.6961 ", 4 ," 57,483,088.9672 "," -4,065,590.10 "," -1,404,947.66 ",-12.2%,01/04/2046,#N/A Field Not Applicable,#VALUE!,2046/4/1,2046,4,1,2046/4/1, -   ," 5,748.31 ", -   , 104.05 , 128.06 , 91.37 , US , #N/A N/A , N ,GNMA-USA 3 200446 A MBS,,,,,N," 10,124,044.36 ", 5.40 , -0.33 , 6.38 , 0.5465 , -   , -   , 0.55 ,0.546536715,N
MBS,passthrough,吉利美MBS,G2,US36179SB893,G2 MA3663,HTM,HOBJIFSTH076,USD," 5,538,471.00 "," 5,538,471.00 ", 0.06 , 0.06 ," 7,889,159.39 ", 0.08 ," 5,179,672.23 ", 5.423 ," 42,784,625.352 ", 6.846 ," 54,007,607.378 ", 1.1582 ," 9,137,112.3049 ", -   , -   , 1.16 ," 9,137,112.3049 ", 1.3701 ," 10,808,542.8274 ",-21 ,"-167,143,052.2523 "," -2,709,487.16 "," -697,813.77 ",-11.9%,01/05/2046,#N/A Field Not Applicable,#VALUE!,2046/5/1,2046,5,1,2046/5/1, -   ," -16,714.31 ", -   , 106.12 , 142.44 , 93.52 , US , #N/A N/A , N ,GNMA-USA 3.5 200546 MBS,,,,,N," 5,179,672.23 ", 5.42 , -0.11 , 6.30 , 0.2809 , -   , -   , 0.28 ,0.280904878,N
MBS,passthrough,吉利美MBS,G2,US36179SB711,G2 MA3662,HTM,HOBJIFSTH076,USD," 12,089,669.00 "," 12,089,669.00 ", 0.12 , 0.12 ," 15,020,082.53 ", 0.15 ," 11,046,028.32 ", 5.409 ," 81,247,078.541 ", 6.801 ," 102,153,083.268 ", 1.6080 ," 24,151,695.6537 ", -   , -   , 1.61 ," 24,151,695.6537 ", 1.3701 ," 20,578,264.0649 ", 24 ," 357,343,158.8804 "," -3,974,054.20 "," -1,502,119.33 ",-12.0%,01/05/2046,#N/A Field Not Applicable,#VALUE!,2046/5/1,2046,5,1,2046/5/1, -   ," 35,734.32 ", -   , 103.79 , 124.24 , 91.37 , US , #N/A N/A , N ,GNMA-USA 3.0 200546 MBS,,,,,N," 11,046,028.32 ", 5.41 , -0.33 , 6.41 , 0.5975 , -   , -   , 0.60 ,0.59750506,N
MBS,CMO,吉利美MBS,GNR,US38379WTG77,GNR 2016-48 ED,HTM,HOBJIFSTH076,USD," 817,220.26 "," 817,220.26 ", 0.01 , 0.01 ," 1,191,378.64 ", 0.01 ," 749,189.13 ", 5.536 ," 6,595,369.699 ", 6.971 ," 8,305,100.473 ", 0.5981 ," 712,532.1099 ", -   , -   , 0.60 ," 712,532.1099 ", 1.3701 ," 1,632,248.3006 ",-77 ,"-91,971,619.0649 "," -442,189.51 "," -91,398.53 ",-10.9%,01/04/2046,#N/A N/A,#VALUE!,2046/4/1,2046,4,1,2046/4/1, -   ," -9,197.16 ", -   , 102.86 , 145.78 , 91.68 , US , #N/A N/A , N ,GNMA-USA  3 200446 MBS,,,,,N," 749,189.13 ", 5.54 , -0.50 , 6.59 , 0.0415 , -   , -   , 0.04 ,0.041474466,N
MBS,CMO,吉利美MBS,GNR,US38379UQV16,GNR 2016-65 AD,HTM,HOBJIFSTH076,USD," 4,968,147.00 "," 4,968,147.00 ", 0.05 , 0.05 ," 4,294,774.52 ", 0.04 ," 4,195,406.38 ", 2.901 ," 12,459,810.907 ", 3.544 ," 15,221,969.319 ", 3.1484 ," 13,521,795.9430 ", -   , -   , 3.15 ," 13,521,795.9430 ", 1.3701 ," 5,884,055.8262 ", 178 ," 763,774,011.6745 "," -99,368.13 "," -695,889.59 ",-14.2%,01/08/2047,2037/5/16,2037/5/16,2037/5/16,2037,5,16,2037/5/16, -   ," 76,377.40 ", -   , 98.45 , 86.45 , 84.45 , US , #N/A N/A , N ,GNMA-USA 2.25 160847 MBS,,,,,N," 4,195,406.38 ", 2.90 , 0.15 , 6.25 , 0.1217 , -   , -   , 0.12 ,0.121715285,N
MBS,CMO,吉利美MBS,GNR,US38379WZM71,GNR 2016-60 PA,HTM,HOBJIFSTH076,USD," 1,640,616.00 "," 1,640,616.00 ", 0.02 , 0.02 ," 2,458,700.25 ", 0.02 ," 1,500,661.61 ", 5.541 ," 13,623,528.582 ", 6.998 ," 17,205,492.636 ", 0.4359 ," 1,071,843.4774 ", -   , -   , 0.44 ," 1,071,843.4774 ", 1.3701 ," 3,368,542.2826 ",-93 ,"-229,669,880.5188 "," -958,038.64 "," -198,657.68 ",-11.7%,01/05/2046,#N/A N/A,#VALUE!,2046/5/1,2046,5,1,2046/5/1, -   ," -22,966.99 ", -   , 103.58 , 149.86 , 91.47 , US , #N/A N/A , N ,GNMA-USA 3.0 200546 ABS A,,,,,N," 1,500,661.61 ", 5.54 , -0.51 , 6.73 , 0.0832 , -   , -   , 0.08 ,0.083150869,N
Corps,SOE,中资企业离岸债券,YANTZE,USG8850LAC49,YANTZE 3.15 06/02/26,Fair Value,HOBJIFCRF451,USD," 30,000,000.00 "," 30,000,000.00 ", 0.30 , 0.30 ," 29,978,782.85 ", 0.30 ," 29,906,400.00 ", 0.375 ," 11,242,840.665 ", -   , -   , 3.3690 ," 100,998,620.7441 "," 30,000,000.0000 ", 2.0054 , 5.38 ," 161,159,520.7441 ", 1.8700 ," 56,059,004.8598 ", 150 ," 4,493,961,588.4305 "," -72,382.85 "," -72,382.85 ",-0.2%,02/06/2026,#N/A Field Not Applicable,#VALUE!,2026/6/2,2026,6,2,2026/6/2, -   ," 188,377.02 ", 6.00 , 98.58 , 99.93 , 99.69 , CN , #N/A N/A , N ,17783800 3.15 020626,,,,,N," 29,906,400.00 ", 0.38 , 0.00 , 0.37 , 0.1122 , -0.29 , -   , -0.18 ,0.112156952,N
MBS,CMO,吉利美MBS,GNR,US38379WR465,GNR 2016-69 JC,HTM,HOBJIFSTH076,USD," 4,501,000.80 "," 4,501,000.80 ", 0.05 , 0.05 ," 6,483,710.68 ", 0.06 ," 4,118,271.70 ", 5.534 ," 35,882,978.000 ", 6.986 ," 45,296,499.547 ", 0.6793 ," 4,404,631.1103 ", -   , -   , 0.68 ," 4,404,631.1103 ", 1.3701 ," 8,883,007.8161 ",-69 ,"-447,837,670.5848 "," -2,365,438.98 "," -527,605.06 ",-11.4%,01/05/2046,#N/A N/A,#VALUE!,2046/5/1,2046,5,1,2046/5/1, -   ," -44,783.77 ", -   , 103.22 , 144.05 , 91.50 , US , #N/A N/A , N ,GNMA-USA 3.0 200546 MBS B,,,,,N," 4,118,271.70 ", 5.53 , -0.51 , 6.70 , 0.2279 , -   , -   , 0.23 ,0.227918641,N
MBS,CMO,吉利美MBS,GNR,US38379WT693,GNR 2016-63 PH,HTM,HOBJIFSTH076,USD," 3,781,077.00 "," 3,781,077.00 ", 0.04 , 0.04 ," 5,698,093.01 ", 0.06 ," 3,466,419.55 ", 5.541 ," 31,571,231.236 ", 6.979 ," 39,767,560.896 ", 0.4019 ," 2,289,983.5208 ", -   , -   , 0.40 ," 2,289,983.5208 ", 1.3701 ," 7,806,672.3225 ",-97 ,"-551,668,880.1687 "," -2,231,673.45 "," -441,087.21 ",-11.3%,01/05/2046,#N/A N/A,#VALUE!,2046/5/1,2046,5,1,2046/5/1, -   ," -55,166.89 ", -   , 103.34 , 150.70 , 91.68 , US , #N/A N/A , N ,GNMA-USA 3 200546 MBS,,,,,N," 3,466,419.55 ", 5.54 , -0.50 , 6.67 , 0.1921 , -   , -   , 0.19 ,0.192062736,N
MBS,CMO,吉利美MBS,GNR,US38379WUG58,GNR 2016-55 DE,HTM,HOBJIFSTH076,USD," 1,544,196.00 "," 1,544,196.00 ", 0.02 , 0.02 ," 2,340,239.23 ", 0.02 ," 1,412,113.20 ", 5.542 ," 12,968,726.020 ", 6.999 ," 16,379,334.369 ", 0.3592 ," 840,725.3735 ", -   , -   , 0.36 ," 840,725.3735 ", 1.3701 ," 3,206,244.7567 ",-101 ,"-236,551,938.3157 "," -928,126.03 "," -186,129.66 ",-11.6%,01/04/2046,#N/A N/A,#VALUE!,2046/4/1,2046,4,1,2046/4/1, -   ," -23,655.19 ", -   , 103.50 , 151.55 , 91.45 , US , #N/A N/A , N ,GNMA-USA 3 200446 ABS,,,,,N," 1,412,113.20 ", 5.54 , -0.51 , 6.65 , 0.0783 , -   , -   , 0.08 ,0.078254005,N
MBS,passthrough,吉利美MBS,G2,US36179RLQ01,G2 MA3035,HTM,HOBJIFSTH076,USD," 3,574,640.00 "," 3,574,640.00 ", 0.04 , 0.04 ," 5,714,795.98 ", 0.06 ," 3,467,443.70 ", 5.330 ," 30,459,494.908 ", 6.707 ," 38,327,422.211 ", 0.7204 ," 4,116,724.3204 ", -   , -   , 0.72 ," 4,116,724.3204 ", 1.3701 ," 7,829,556.2348 ",-65 ,"-371,283,191.4454 "," -2,247,352.29 "," -346,250.35 ",-9.1%,01/08/2045,#N/A Field Not Applicable,#VALUE!,2045/8/1,2045,8,1,2045/8/1, -   ," -37,128.32 ", -   , 106.69 , 159.87 , 97.00 , US , #N/A N/A , N ,GNMA-USA 4.0 200845 ABS,,,,,N," 3,467,443.70 ", 5.33 , 0.05 , 5.95 , 0.1848 , -   , -   , 0.18 ,0.184812518,N
MBS,passthrough,吉利美MBS,G2,US36179SEG84,G2 MA3735,HTM,HOBJIFSTH076,USD," 2,490,084.00 "," 2,490,084.00 ", 0.02 , 0.02 ," 3,043,640.49 ", 0.03 ," 2,275,127.50 ", 5.433 ," 16,537,562.048 ", 6.839 ," 20,815,761.669 ", 1.7162 ," 5,223,537.7488 ", -   , -   , 1.72 ," 5,223,537.7488 ", 1.3701 ," 4,169,939.6521 ", 35 ," 105,359,809.6670 "," -768,512.99 "," -303,179.40 ",-11.8%,01/06/2046,#N/A Field Not Applicable,#VALUE!,2046/6/1,2046,6,1,2046/6/1, -   ," 10,535.98 ", -   , 103.54 , 122.23 , 91.37 , US , #N/A N/A , N ,GNMA-USA 3.0 200646 MBS,,,,,N," 2,275,127.50 ", 5.43 , -0.34 , 6.47 , 0.1236 , -   , -   , 0.12 ,0.123618615,N
MBS,passthrough,吉利美MBS,G2,US36179RTA76,G2 MA3245,HTM,HOBJIFSTH076,USD," 16,199,836.00 "," 16,199,836.00 ", 0.16 , 0.16 ," 25,787,455.13 ", 0.26 ," 15,714,035.32 ", 5.369 ," 138,449,181.691 ", 6.769 ," 174,565,598.768 ", 0.7783 ," 20,069,155.5508 ", -   , -   , 0.78 ," 20,069,155.5508 ", 1.3701 ," 35,330,102.9030 ",-59 ,"-1,526,094,735.2233 "," -10,073,419.81 "," -1,581,820.84 ",-9.1%,01/11/2045,#N/A Field Not Applicable,#VALUE!,2045/11/1,2045,11,1,2045/11/1, -   ," -152,609.47 ", -   , 106.77 , 159.18 , 97.00 , US , #N/A N/A , N ,GNMA-USA 4.0 201145 ABS,,,,,N," 15,714,035.32 ", 5.37 , 0.05 , 6.03 , 0.8437 , -   , -   , 0.84 ,0.843664223,N
Fins,Foreign Banks,外资金融机构债券,STANLN,XS1395052639,STANLN 4.05 04/12/26,Fair Value,HOBJIFCRF031,USD," 15,000,000.00 "," 15,000,000.00 ", 0.15 , 0.15 ," 15,005,673.33 ", 0.15 ," 15,000,150.00 ", 0.237 ," 3,549,658.642 ", -   , -   , 3.9914 ," 59,894,334.9272 "," 15,000,000.0000 ", 2.9869 , 6.98 ," 104,697,684.9272 ", 1.8700 ," 28,059,948.8713 ", 212 ," 3,183,438,605.5922 "," -5,523.33 "," -5,523.33 ",0.0%,12/04/2026,#N/A Field Not Applicable,#VALUE!,2026/4/12,2026,4,12,2026/4/12, -   ," 88,961.85 ", 3.00 , 100.76 , 100.04 , 100.00 , GB , TLAC , N ,SCB-HO 4.05 120426,,,,,N," 15,000,150.00 ", 0.24 , 0.00 , 0.23 , 0.0355 , -0.12 , -   , -0.09 ,0.035483521,N
MBS,CMO,吉利美MBS,GNR,US38379XNP14,GNR 2016-79 JE,HTM,HOBJIFSTH076,USD," 3,454,167.00 "," 3,454,167.00 ", 0.03 , 0.03 ," 4,000,303.19 ", 0.04 ," 3,062,153.59 ", 5.561 ," 22,245,482.299 ", 6.986 ," 27,946,918.149 ", 1.5981 ," 6,392,788.6014 ", -   , -   , 1.60 ," 6,392,788.6014 ", 1.3701 ," 5,480,615.3861 ", 23 ," 91,217,321.5314 "," -938,149.60 "," -429,928.29 ",-12.3%,01/06/2046,#N/A N/A,#VALUE!,2046/6/1,2046,6,1,2046/6/1, -   ," 9,121.73 ", -   , 101.10 , 115.81 , 88.65 , US , #N/A N/A , N ,GNMA-USA 2.5 200646 MBS A,,,,,N," 3,062,153.59 ", 5.56 , -0.62 , 7.00 , 0.1703 , -   , -   , 0.17 ,0.170284801,N
MBS,CMO,吉利美MBS,GNR,US38379XPS35,GNR 2016-78 BE,HTM,HOBJIFSTH076,USD," 590,631.80 "," 590,631.80 ", 0.01 , 0.01 ," 847,985.23 ", 0.01 ," 540,326.51 ", 5.528 ," 4,687,613.854 ", 6.977 ," 5,916,138.579 ", 0.7141 ," 605,577.9106 ", -   , -   , 0.71 ," 605,577.9106 ", 1.3701 ," 1,161,782.1693 ",-66 ,"-55,620,425.8686 "," -307,658.73 "," -68,116.53 ",-11.2%,01/07/2046,#N/A N/A,#VALUE!,2046/7/1,2046,7,1,2046/7/1, -   ," -5,562.04 ", -   , 103.02 , 143.57 , 91.48 , US , #N/A N/A , N ,GNMA-USA 3 200646 MBS,,,,,N," 540,326.51 ", 5.53 , -0.51 , 6.69 , 0.0299 , -   , -   , 0.03 ,0.02986894,N
MBS,CMO,吉利美MBS,GNR,US38379XDL10,GNR 2016-80 PG,HTM,HOBJIFSTH076,USD," 1,572,922.80 "," 1,572,922.80 ", 0.02 , 0.02 ," 1,916,451.07 ", 0.02 ," 1,392,096.45 ", 5.595 ," 10,722,527.620 ", 7.046 ," 13,504,080.826 ", 1.2862 ," 2,465,025.7227 ", -   , -   , 1.29 ," 2,465,025.7227 ", 1.3701 ," 2,625,633.7898 ",-8 ,"-16,060,806.7014 "," -524,354.62 "," -203,191.35 ",-12.7%,01/06/2046,#N/A N/A,#VALUE!,2046/6/1,2046,6,1,2046/6/1, -   ," -1,606.08 ", -   , 101.42 , 121.84 , 88.50 , US , #N/A N/A , N ,GNMA-USA 2.5 200646 MBS,,,,,N," 1,392,096.45 ", 5.59 , -0.63 , 7.11 , 0.0779 , -   , -   , 0.08 ,0.077887679,N
MBS,CMO,吉利美MBS,GNR,US38379YFL74,GNR 2016-82 EA,HTM,HOBJIFSTH076,USD," 2,444,639.40 "," 2,444,639.40 ", 0.02 , 0.02 ," 3,441,714.74 ", 0.03 ," 2,233,745.25 ", 5.568 ," 19,164,521.457 ", 7.046 ," 24,251,698.735 ", 0.8280 ," 2,849,896.4361 ", -   , -   , 0.83 ," 2,849,896.4361 ", 1.3701 ," 4,715,321.2777 ",-54 ,"-186,542,484.1659 "," -1,207,969.49 "," -280,413.58 ",-11.2%,01/06/2046,#N/A N/A,#VALUE!,2046/6/1,2046,6,1,2046/6/1, -   ," -18,654.25 ", -   , 102.84 , 140.79 , 91.37 , US , #N/A N/A , N ,GNMA-USA 3.0 200646 ABS,,,,,N," 2,233,745.25 ", 5.57 , -0.52 , 6.82 , 0.1244 , -   , -   , 0.12 ,0.124381775,N
MBS,CMO,吉利美MBS,GNR,US38379XRB81,GNR 2016-78 QB,HTM,HOBJIFSTH076,USD," 2,406,934.00 "," 2,406,934.00 ", 0.02 , 0.02 ," 3,515,148.47 ", 0.04 ," 2,200,185.59 ", 5.556 ," 19,528,540.422 ", 7.023 ," 24,688,293.751 ", 0.6021 ," 2,116,511.9848 ", -   , -   , 0.60 ," 2,116,511.9848 ", 1.3701 ," 4,815,929.1588 ",-77 ,"-269,941,717.4026 "," -1,314,962.88 "," -275,571.68 ",-11.1%,01/06/2046,#N/A N/A,#VALUE!,2046/6/1,2046,6,1,2046/6/1, -   ," -26,994.17 ", -   , 102.86 , 146.04 , 91.41 , US , #N/A N/A , N ,GNMA-USA 3 200646 MBS A,,,,,N," 2,200,185.59 ", 5.56 , -0.51 , 6.78 , 0.1222 , -   , -   , 0.12 ,0.122232144,N
MBS,CMO,吉利美MBS,GNR,US38379XHJ28,GNR 2016-83 CA,HTM,HOBJIFSTH076,USD," 2,241,385.00 "," 2,241,385.00 ", 0.02 , 0.02 ," 3,291,655.21 ", 0.03 ," 2,048,672.96 ", 5.558 ," 18,294,501.165 ", 7.028 ," 23,132,436.139 ", 0.5679 ," 1,869,464.4363 ", -   , -   , 0.57 ," 1,869,464.4363 ", 1.3701 ," 4,509,732.2175 ",-80 ,"-264,026,778.1293 "," -1,242,982.25 "," -253,299.48 ",-11.0%,01/06/2046,#N/A N/A,#VALUE!,2046/6/1,2046,6,1,2046/6/1, -   ," -26,402.68 ", -   , 102.70 , 146.86 , 91.40 , US , #N/A N/A , N ,GNMA-USA 3.0 200646 MBS A,,,,,N," 2,048,672.96 ", 5.56 , -0.52 , 6.79 , 0.1139 , -   , -   , 0.11 ,0.113862016,N
MBS,CMO,吉利美MBS,GNR,US38379XQN39,GNR 2016-78 BD,HTM,HOBJIFSTH076,USD," 1,462,125.90 "," 1,462,125.90 ", 0.01 , 0.01 ," 2,127,452.86 ", 0.02 ," 1,337,156.54 ", 5.540 ," 11,785,156.388 ", 6.996 ," 14,883,021.992 ", 0.6248 ," 1,329,236.9525 ", -   , -   , 0.62 ," 1,329,236.9525 ", 1.3701 ," 2,914,716.7947 ",-75 ,"-158,547,984.2188 "," -790,296.33 "," -166,777.03 ",-11.1%,01/06/2046,#N/A N/A,#VALUE!,2046/6/1,2046,6,1,2046/6/1, -   ," -15,854.80 ", -   , 102.86 , 145.50 , 91.45 , US , #N/A N/A , N ,GNMA-USA 3 200646 A MBS,,,,,N," 1,337,156.54 ", 5.54 , -0.51 , 6.71 , 0.0741 , -   , -   , 0.07 ,0.074072611,N
Corps,SOE,中资企业离岸债券,YANTZE,USG8850LAC49,YANTZE 3.15 06/02/26,AFS,HOBJIFCRA451,USD," 97,815,000.00 "," 97,815,000.00 ", 0.98 , 0.98 ," 98,075,916.07 ", 0.98 ," 97,509,817.20 ", 0.375 ," 36,781,076.239 ", -   , -   , 2.5376 ," 248,880,480.0727 ", -   , -   , 2.54 ," 248,880,480.0727 ", 1.1660 ," 114,360,637.3278 ", 137 ," 13,451,984,274.4803 "," -566,098.87 "," -566,098.87 ",-0.6%,02/06/2026,#N/A Field Not Applicable,#VALUE!,2026/6/2,2026,6,2,2026/6/2, -   ," 563,877.70 ", 6.00 , 103.96 , 100.27 , 99.69 , CN , #N/A N/A , N ,17783800 3.15 020626,,,,,N," 97,509,817.20 ", 0.38 , 0.00 , 0.37 , 0.3657 , -   , -   , 0.37 ,0.365687741,N
MBS,CMO,吉利美MBS,GNR,US38379UWV42,GNR 2016-92 AE,HTM,HOBJIFSTH076,USD," 3,257,955.60 "," 3,257,955.60 ", 0.03 , 0.03 ," 3,045,272.95 ", 0.03 ," 2,647,046.57 ", 3.439 ," 10,473,685.877 ", 4.676 ," 14,240,609.913 ", 2.6239 ," 7,990,624.4766 ", -   , -   , 2.62 ," 7,990,624.4766 ", 1.3701 ," 4,172,176.2100 ", 125 ," 381,844,826.6666 "," -398,226.38 "," -587,492.47 ",-18.2%,01/04/2058,2035/11/16,2035/11/16,2035/11/16,2035,11,16,2035/11/16, -   ," 38,184.48 ", -   , 99.28 , 93.47 , 81.25 , US , #N/A N/A , N ,GNMA-USA 2.3 160458 MBS,,,,,N," 2,647,046.57 ", 3.44 , 0.24 , 6.86 , 0.0910 , -   , -   , 0.09 ,0.091040556,N
MBS,CMO,吉利美MBS,GNR,US38379XRS17,GNR 2016-89 PA,HTM,HOBJIFSTH076,USD," 3,610,421.10 "," 3,610,421.10 ", 0.04 , 0.04 ," 5,061,363.17 ", 0.05 ," 3,297,527.57 ", 5.583 ," 28,255,594.447 ", 7.071 ," 35,787,886.685 ", 0.8611 ," 4,358,206.5579 ", -   , -   , 0.86 ," 4,358,206.5579 ", 1.3701 ," 6,934,320.6077 ",-51 ,"-257,611,404.9808 "," -1,763,835.60 "," -415,977.13 ",-11.2%,01/07/2046,#N/A N/A,#VALUE!,2046/7/1,2046,7,1,2046/7/1, -   ," -25,761.14 ", -   , 102.86 , 140.19 , 91.33 , US , #N/A N/A , N ,GNMA-USA 3 200746 MBS,,,,,N," 3,297,527.57 ", 5.58 , -0.52 , 6.93 , 0.1841 , -   , -   , 0.18 ,0.184087959,N
